Date,Open,High,Low,Close,Adj Close,Volume
2019-12-05,9284.299805,9325.799805,9243.400391,9243.400391,9243.400391,120855300
2019-12-06,9267.299805,9395.400391,9247.700195,9382.700195,9382.700195,125323400
2019-12-09,9378.200195,9403.500000,9354.599609,9354.599609,9354.599609,106942600
2019-12-10,9355.599609,9355.700195,9246.099609,9321.099609,9321.099609,136834300
2019-12-11,9315.400391,9421.500000,9300.299805,9392.500000,9392.500000,145840600
2019-12-12,9416.299805,9505.599609,9370.000000,9468.500000,9468.500000,213476500
2019-12-13,9598.200195,9650.900391,9554.099609,9563.700195,9563.700195,261410400
2019-12-16,9607.900391,9692.400391,9599.700195,9680.599609,9680.599609,163326900
2019-12-17,9630.700195,9652.400391,9608.099609,9615.900391,9615.900391,157680000
2019-12-18,9606.099609,9659.200195,9606.099609,9621.799805,9621.799805,156463700
2019-12-19,9622.599609,9635.400391,9567.400391,9617.200195,9617.200195,165383700
2019-12-20,9620.400391,9675.500000,9605.799805,9675.500000,9675.500000,366705600
2019-12-23,9650.200195,9670.900391,9639.000000,9659.599609,9659.599609,119328700
2019-12-24,9632.099609,9661.799805,9607.799805,9661.799805,9661.799805,35436200
2019-12-25,null,null,null,null,null,null
2019-12-27,9673.000000,9700.500000,9657.500000,9700.500000,9700.500000,103106600
2019-12-30,9672.500000,9682.099609,9612.599609,9612.599609,9612.599609,95100900
2019-12-31,9564.900391,9564.900391,9518.500000,9549.200195,9549.200195,62697500
2020-01-02,9639.099609,9705.400391,9615.099609,9691.200195,9691.200195,142379600
2020-01-03,9631.200195,9650.700195,9581.200195,9646.599609,9646.599609,135130000
2020-01-06,9585.400391,9618.200195,9492.700195,9600.900391,9600.900391,103520400
2020-01-07,9623.099609,9657.900391,9557.900391,9579.799805,9579.799805,133476100
2020-01-08,9535.099609,9604.299805,9520.299805,9591.400391,9591.400391,133957600
2020-01-09,9629.200195,9644.799805,9573.799805,9581.799805,9581.799805,151793500
2020-01-10,9611.299805,9623.599609,9557.900391,9573.599609,9573.599609,132894500
2020-01-13,9586.599609,9586.599609,9507.400391,9543.900391,9543.900391,124149000
2020-01-14,9548.099609,9548.400391,9466.000000,9528.299805,9528.299805,143774600
2020-01-15,9521.200195,9530.200195,9475.000000,9511.700195,9511.700195,161995000
2020-01-16,9516.700195,9579.500000,9481.599609,9572.500000,9572.500000,133841500
2020-01-17,9616.099609,9709.900391,9611.299805,9681.299805,9681.299805,159823200
2020-01-20,9676.599609,9680.900391,9623.099609,9658.799805,9658.799805,99959200
2020-01-21,9593.400391,9620.700195,9550.000000,9611.299805,9611.299805,126448800
2020-01-22,9622.000000,9632.799805,9557.000000,9573.700195,9573.700195,134567800
2020-01-23,9549.400391,9604.700195,9499.299805,9518.500000,9518.500000,169141000
2020-01-24,9576.799805,9639.900391,9552.500000,9562.000000,9562.000000,154731100
2020-01-27,9447.099609,9482.799805,9357.799805,9366.299805,9366.299805,164515500
2020-01-28,9401.799805,9488.000000,9363.799805,9484.200195,9484.200195,154919400
2020-01-29,9532.700195,9574.299805,9510.700195,9546.700195,9546.700195,187145800
2020-01-30,9460.799805,9528.400391,9439.299805,9477.900391,9477.900391,164094200
2020-01-31,9519.299805,9545.099609,9365.099609,9367.900391,9367.900391,303553700
2020-02-03,9404.400391,9431.599609,9361.500000,9404.700195,9404.700195,168665700
2020-02-04,9465.900391,9577.299805,9462.400391,9562.900391,9562.900391,174133900
2020-02-05,9553.400391,9721.900391,9540.200195,9717.799805,9717.799805,221922900
2020-02-06,9767.099609,9816.200195,9757.000000,9811.299805,9811.299805,248416700
2020-02-07,9789.299805,9816.200195,9761.799805,9811.000000,9811.000000,179586900
2020-02-10,9790.599609,9820.400391,9773.500000,9816.000000,9816.000000,132132500
2020-02-11,9863.400391,9884.000000,9817.799805,9882.599609,9882.599609,167628300
2020-02-12,9897.900391,9946.599609,9888.599609,9940.400391,9940.400391,199830200
2020-02-13,9893.900391,9910.099609,9794.299805,9909.799805,9909.799805,161753500
2020-02-14,9910.900391,9969.700195,9905.200195,9956.799805,9956.799805,127061800
2020-02-17,9979.200195,10022.200195,9955.200195,10022.200195,10022.200195,105784200
2020-02-18,9977.400391,10041.500000,9967.799805,10005.799805,10005.799805,184042000
2020-02-19,10042.000000,10100.200195,10020.700195,10083.599609,10083.599609,151866100
2020-02-20,10048.700195,10050.299805,9931.000000,9931.000000,9931.000000,178849000
2020-02-21,9893.000000,9946.400391,9843.500000,9886.200195,9886.200195,194954500
2020-02-24,9649.799805,9676.799805,9459.599609,9483.500000,9483.500000,256063800
2020-02-25,9507.000000,9518.900391,9248.000000,9250.799805,9250.799805,263346200
2020-02-26,9213.000000,9362.799805,9030.700195,9316.799805,9316.799805,299256300
2020-02-27,9182.200195,9204.400391,8877.400391,8985.900391,8985.900391,341792600
2020-02-28,8748.099609,8818.599609,8582.700195,8723.200195,8723.200195,497983900
2020-03-02,8910.200195,8913.500000,8541.099609,8741.500000,8741.500000,355485000
2020-03-03,8860.200195,9014.299805,8776.400391,8811.599609,8811.599609,351219900
2020-03-04,8827.799805,8963.700195,8745.900391,8910.000000,8910.000000,321258300
2020-03-05,8960.799805,8962.500000,8639.900391,8683.000000,8683.000000,342803500
2020-03-06,8532.599609,8542.000000,8310.400391,8375.599609,8375.599609,345901100
2020-03-09,7884.000000,8022.899902,7621.399902,7708.700195,7708.700195,598769200
2020-03-10,7815.600098,8007.700195,7440.600098,7461.500000,7461.500000,506034000
2020-03-11,7589.299805,7717.100098,7364.600098,7436.399902,7436.399902,369150100
2020-03-12,7040.799805,7077.700195,6347.000000,6390.899902,6390.899902,723609100
2020-03-13,6763.700195,7140.500000,6468.299805,6629.600098,6629.600098,473165800
2020-03-16,6331.000000,6362.500000,5814.500000,6107.200195,6107.200195,583614700
2020-03-17,6444.500000,6557.299805,6083.000000,6498.500000,6498.500000,388451800
2020-03-18,6370.500000,6524.200195,6174.100098,6274.799805,6274.799805,398609500
2020-03-19,6368.200195,6506.399902,6228.299805,6395.799805,6395.799805,346225500
2020-03-20,6645.399902,6769.899902,6371.100098,6443.299805,6443.299805,486796200
2020-03-23,6223.700195,6472.000000,6148.000000,6230.200195,6230.200195,282033200
2020-03-24,6433.299805,6717.299805,6403.600098,6717.299805,6717.299805,301211900
2020-03-25,6985.899902,7058.100098,6625.799805,6942.399902,6942.399902,322631900
2020-03-26,6789.000000,7033.200195,6759.100098,7033.200195,7033.200195,248806600
2020-03-27,6916.700195,6936.700195,6661.899902,6777.899902,6777.899902,225316500
2020-03-30,6748.600098,6789.100098,6507.000000,6659.899902,6659.899902,232005200
2020-03-31,6746.799805,6802.000000,6624.700195,6785.399902,6785.399902,258181200
2020-04-01,6627.299805,6687.799805,6565.200195,6579.399902,6579.399902,235113700
2020-04-02,6633.700195,6658.899902,6424.500000,6574.100098,6574.100098,233309800
2020-04-03,6563.600098,6632.500000,6509.399902,6581.600098,6581.600098,215387500
2020-04-06,6807.899902,6874.899902,6728.600098,6844.299805,6844.299805,225965400
2020-04-07,6986.899902,7119.100098,6903.600098,7002.000000,7002.000000,260857500
2020-04-08,6930.200195,6952.500000,6860.600098,6951.799805,6951.799805,155910100
2020-04-09,7049.299805,7116.799805,6918.700195,7070.600098,7070.600098,240348600
2020-04-14,7209.700195,7209.700195,7080.299805,7108.600098,7108.600098,259986200
2020-04-15,7065.600098,7086.799805,6816.399902,6839.500000,6839.500000,289924500
2020-04-16,6930.799805,6950.899902,6733.100098,6763.399902,6763.399902,237962600
2020-04-17,6942.500000,7000.299805,6845.000000,6875.799805,6875.799805,251272600
2020-04-20,6932.500000,6933.299805,6715.000000,6831.500000,6831.500000,186644500
2020-04-21,6741.299805,6760.899902,6634.899902,6634.899902,6634.899902,200783000
2020-04-22,6685.100098,6729.600098,6654.200195,6719.799805,6719.799805,177928500
2020-04-23,6758.700195,6797.600098,6713.600098,6746.500000,6746.500000,163723500
2020-04-24,6641.299805,6710.799805,6578.100098,6613.899902,6613.899902,182925300
2020-04-27,6780.899902,6790.100098,6667.299805,6731.799805,6731.799805,147263100
2020-04-28,6724.600098,6857.899902,6707.899902,6836.399902,6836.399902,233782400
2020-04-29,6829.399902,7055.700195,6816.799805,7055.700195,7055.700195,247762400
2020-04-30,7084.799805,7128.399902,6918.299805,6922.299805,6922.299805,314979200
2020-05-04,6767.700195,6767.700195,6673.299805,6673.299805,6673.299805,241555200
2020-05-05,6772.200195,6815.899902,6680.700195,6747.700195,6747.700195,203873600
2020-05-06,6719.799805,6762.500000,6666.200195,6671.700195,6671.700195,166015200
2020-05-07,6714.899902,6747.200195,6666.399902,6730.899902,6730.899902,167460700
2020-05-08,6790.700195,6807.399902,6715.399902,6783.100098,6783.100098,128578300
2020-05-11,6830.899902,6854.700195,6651.700195,6672.200195,6672.200195,217443300
2020-05-12,6672.700195,6795.100098,6663.200195,6762.700195,6762.700195,172853600
2020-05-13,6694.000000,6728.200195,6631.399902,6631.399902,6631.399902,245673600
2020-05-14,6569.700195,6609.000000,6421.399902,6545.600098,6545.600098,258952900
2020-05-15,6594.399902,6624.299805,6466.000000,6474.899902,6474.899902,203854400
2020-05-18,6583.100098,6790.200195,6558.100098,6779.299805,6779.299805,203486600
2020-05-19,6864.200195,6872.600098,6555.600098,6609.100098,6609.100098,501358300
2020-05-20,6593.399902,6697.100098,6499.100098,6683.600098,6683.600098,341451800
2020-05-21,6612.700195,6773.399902,6579.899902,6686.100098,6686.100098,258583100
2020-05-22,6618.200195,6751.799805,6585.700195,6697.500000,6697.500000,292688300
2020-05-25,6766.600098,6856.799805,6725.200195,6856.799805,6856.799805,187072800
2020-05-26,6940.600098,7023.799805,6917.100098,7003.899902,7003.899902,383729100
2020-05-27,7034.000000,7229.000000,7030.200195,7174.500000,7174.500000,501006600
2020-05-28,7237.299805,7244.500000,7141.399902,7224.100098,7224.100098,375466600
2020-05-29,7164.299805,7201.799805,7096.500000,7096.500000,7096.500000,903979900
2020-06-01,7228.700195,7276.000000,7160.100098,7221.399902,7221.399902,291929600
2020-06-02,7264.000000,7445.299805,7236.899902,7408.100098,7408.100098,402947100
2020-06-03,7487.299805,7629.700195,7448.899902,7626.399902,7626.399902,445036400
2020-06-04,7567.700195,7669.200195,7516.000000,7566.799805,7566.799805,514858000
2020-06-05,7672.000000,7890.399902,7664.100098,7872.600098,7872.600098,573283900
2020-06-08,7813.100098,7992.700195,7796.600098,7896.100098,7896.100098,557213300
2020-06-09,7878.200195,7914.700195,7683.200195,7752.299805,7752.299805,453061900
2020-06-10,7779.799805,7861.000000,7649.399902,7663.899902,7663.899902,355564600
2020-06-11,7486.500000,7486.500000,7278.000000,7278.000000,7278.000000,456667800
2020-06-12,7232.200195,7425.299805,7205.000000,7292.700195,7292.700195,370125100
2020-06-15,7116.899902,7309.399902,7062.899902,7259.299805,7259.299805,329041900
2020-06-16,7420.799805,7599.299805,7349.700195,7495.299805,7495.299805,388212600
2020-06-17,7458.100098,7552.500000,7402.500000,7478.700195,7478.700195,333500600
2020-06-18,7436.399902,7495.200195,7318.100098,7390.200195,7390.200195,326763200
2020-06-19,7444.200195,7502.100098,7401.000000,7414.200195,7414.200195,634635200
2020-06-22,7371.600098,7426.899902,7300.700195,7345.700195,7345.700195,220420500
2020-06-23,7408.799805,7495.100098,7366.600098,7438.399902,7438.399902,260896400
2020-06-24,7403.899902,7440.899902,7195.500000,7195.500000,7195.500000,248464400
2020-06-25,7176.399902,7295.799805,7077.799805,7270.299805,7270.299805,267871700
2020-06-26,7324.500000,7344.899902,7172.100098,7178.399902,7178.399902,215724300
2020-06-29,7160.100098,7318.299805,7146.299805,7278.100098,7278.100098,216619400
2020-06-30,7270.600098,7307.500000,7173.000000,7231.399902,7231.399902,233654700
2020-07-01,7245.600098,7283.899902,7127.100098,7227.399902,7227.399902,194032100
2020-07-02,7292.700195,7538.200195,7292.700195,7498.600098,7498.600098,310243600
2020-07-03,7510.299805,7520.600098,7374.899902,7403.500000,7403.500000,181467000
2020-07-06,7566.500000,7632.299805,7517.299805,7556.200195,7556.200195,253508300
2020-07-07,7491.500000,7511.299805,7441.299805,7447.399902,7447.399902,191351100
2020-07-08,7361.000000,7382.700195,7307.399902,7326.399902,7326.399902,213489300
2020-07-09,7369.899902,7383.500000,7221.100098,7236.899902,7236.899902,176465600
2020-07-10,7198.399902,7324.299805,7183.200195,7321.100098,7321.100098,182314500
2020-07-13,7403.200195,7452.100098,7345.899902,7426.899902,7426.899902,179024200
2020-07-14,7344.399902,7352.000000,7268.399902,7352.000000,7352.000000,201386900
2020-07-15,7416.100098,7529.600098,7317.600098,7487.600098,7487.600098,262957900
2020-07-16,7438.799805,7498.000000,7425.299805,7474.700195,7474.700195,178623900
2020-07-17,7474.100098,7485.000000,7395.799805,7440.399902,7440.399902,196831900
2020-07-20,7442.500000,7495.500000,7365.100098,7478.000000,7478.000000,148683100
2020-07-21,7554.200195,7654.799805,7473.500000,7494.500000,7494.500000,300453100
2020-07-22,7474.700195,7498.600098,7368.200195,7390.100098,7390.100098,192701200
2020-07-23,7434.700195,7442.200195,7357.200195,7384.899902,7384.899902,167589000
2020-07-24,7301.799805,7322.700195,7241.100098,7294.700195,7294.700195,183906100
