Date,Open,High,Low,Close,Adj Close,Volume
2002-03-01,1106.729980,1173.939941,1106.729980,1147.390015,1147.390015,26563200000
2002-04-01,1147.390015,1147.839966,1063.459961,1076.920044,1076.920044,28568900000
2002-05-01,1076.920044,1106.589966,1048.959961,1067.140015,1067.140015,26905500000
2002-06-01,1067.140015,1070.739990,952.919983,989.820007,989.820007,29981510000
2002-07-01,989.820007,994.460022,775.679993,911.619995,911.619995,42228720000
2002-08-01,911.619995,965.000000,833.440002,916.070007,916.070007,29298400000
2002-09-01,916.070007,924.020020,800.200012,815.280029,815.280029,27723710000
2002-10-01,815.280029,907.440002,768.630005,885.760010,885.760010,37856310000
2002-11-01,885.760010,941.820007,872.049988,936.309998,936.309998,29200960000
2002-12-01,936.309998,954.280029,869.450012,879.820007,879.820007,25993640000
2003-01-01,879.820007,935.049988,840.340027,855.700012,855.700012,30749580000
2003-02-01,855.700012,864.640015,806.289978,841.150024,841.150024,25235300000
2003-03-01,841.150024,895.900024,788.900024,848.179993,848.179993,30080030000
2003-04-01,848.179993,924.239990,847.849976,916.919983,916.919983,29669610000
2003-05-01,916.919983,965.380005,902.830017,963.590027,963.590027,30952100000
2003-06-01,963.590027,1015.330017,963.590027,974.500000,974.500000,31219400000
2003-07-01,974.500000,1015.409973,962.099976,990.309998,990.309998,31553200000
2003-08-01,990.309998,1011.010010,960.840027,1008.010010,1008.010010,24881470000
2003-09-01,1008.010010,1040.290039,990.359985,995.969971,995.969971,29940110000
2003-10-01,995.969971,1053.790039,995.969971,1050.709961,1050.709961,32298500000
2003-11-01,1050.709961,1063.650024,1031.199951,1058.199951,1058.199951,24463220000
2003-12-01,1058.199951,1112.560059,1053.410034,1111.920044,1111.920044,27839130000
2004-01-01,1111.920044,1155.380005,1105.079956,1131.130005,1131.130005,32820000000
2004-02-01,1131.130005,1158.979980,1124.439941,1144.939941,1144.939941,27985600000
2004-03-01,1144.939941,1163.229980,1087.160034,1126.209961,1126.209961,33597900000
2004-04-01,1126.209961,1150.569946,1107.229980,1107.300049,1107.300049,31611900000
2004-05-01,1107.300049,1127.739990,1076.319946,1120.680054,1120.680054,29326400000
2004-06-01,1120.680054,1146.339966,1113.319946,1140.839966,1140.839966,27529500000
2004-07-01,1140.839966,1140.839966,1078.780029,1101.719971,1101.719971,29285600000
2004-08-01,1101.719971,1109.680054,1060.719971,1104.239990,1104.239990,26586800000
2004-09-01,1104.239990,1131.540039,1099.180054,1114.579956,1114.579956,26829870000
2004-10-01,1114.579956,1142.050049,1090.290039,1130.199951,1130.199951,31511000000
2004-11-01,1130.199951,1188.459961,1127.599976,1173.819946,1173.819946,30460280000
2004-12-01,1173.780029,1217.329956,1173.780029,1211.920044,1211.920044,31102500000
2005-01-01,1211.920044,1217.800049,1163.750000,1181.270020,1181.270020,31498800000
2005-02-01,1181.270020,1212.439941,1180.949951,1203.599976,1203.599976,29297410000
2005-03-01,1203.599976,1229.109985,1163.689941,1180.589966,1180.589966,39014150000
2005-04-01,1180.589966,1191.880005,1136.150024,1156.849976,1156.849976,43424270000
2005-05-01,1156.849976,1199.560059,1146.180054,1191.500000,1191.500000,39321990000
2005-06-01,1191.500000,1219.589966,1188.300049,1191.329956,1191.329956,40334040000
2005-07-01,1191.329956,1245.150024,1183.550049,1234.180054,1234.180054,37464670000
2005-08-01,1234.180054,1245.859985,1201.069946,1220.329956,1220.329956,42030090000
2005-09-01,1220.329956,1243.130005,1205.349976,1228.810059,1228.810059,44777510000
2005-10-01,1228.810059,1233.339966,1168.199951,1207.010010,1207.010010,49793790000
2005-11-01,1207.010010,1270.640015,1201.069946,1249.479980,1249.479980,45102870000
2005-12-01,1249.479980,1275.800049,1246.589966,1248.290039,1248.290039,41756130000
2006-01-01,1248.290039,1294.900024,1245.739990,1280.079956,1280.079956,49211650000
2006-02-01,1280.079956,1297.569946,1253.609985,1280.660034,1280.660034,42859940000
2006-03-01,1280.660034,1310.880005,1268.420044,1294.869995,1294.869995,50905040000
2006-04-01,1302.880005,1318.160034,1280.739990,1310.609985,1310.609985,43308430000
2006-05-01,1310.609985,1326.699951,1245.339966,1270.089966,1270.089966,54312830000
2006-06-01,1270.050049,1290.680054,1219.290039,1270.199951,1270.199951,54873260000
2006-07-01,1270.060059,1280.420044,1224.540039,1276.660034,1276.660034,46348220000
2006-08-01,1278.530029,1306.739990,1261.300049,1303.819946,1303.819946,50485620000
2006-09-01,1303.800049,1340.280029,1290.930054,1335.849976,1335.849976,49001440000
2006-10-01,1335.819946,1389.449951,1327.099976,1377.939941,1377.939941,56793620000
2006-11-01,1377.760010,1407.890015,1360.979980,1400.630005,1400.630005,55343930000
2006-12-01,1400.630005,1431.810059,1385.930054,1418.300049,1418.300049,47578780000
2007-01-01,1418.030029,1441.609985,1403.969971,1438.239990,1438.239990,56686200000
2007-02-01,1437.900024,1461.569946,1389.420044,1406.819946,1406.819946,51844990000
2007-03-01,1406.800049,1438.890015,1363.979980,1420.859985,1420.859985,67622250000
2007-04-01,1420.829956,1498.020020,1416.369995,1482.369995,1482.369995,57032470000
2007-05-01,1482.369995,1535.560059,1476.699951,1530.619995,1530.619995,64958050000
2007-06-01,1530.619995,1540.560059,1484.180054,1503.349976,1503.349976,65322800000
2007-07-01,1504.660034,1555.900024,1454.250000,1455.270020,1455.270020,70337430000
2007-08-01,1455.180054,1503.890015,1370.599976,1473.989990,1473.989990,91381760000
2007-09-01,1473.959961,1538.739990,1439.290039,1526.750000,1526.750000,57809700000
2007-10-01,1527.290039,1576.089966,1489.560059,1549.380005,1549.380005,76022580000
2007-11-01,1545.790039,1545.790039,1406.099976,1481.140015,1481.140015,86246950000
2007-12-01,1479.630005,1523.569946,1435.650024,1468.359985,1468.359985,64821670000
2008-01-01,1467.969971,1471.770020,1270.050049,1378.550049,1378.550049,98475340000
2008-02-01,1378.599976,1396.020020,1316.750000,1330.630005,1330.630005,78536130000
2008-03-01,1330.449951,1359.680054,1256.979980,1322.699951,1322.699951,93189170000
2008-04-01,1326.410034,1404.569946,1324.349976,1385.589966,1385.589966,85978630000
2008-05-01,1385.969971,1440.239990,1373.069946,1400.380005,1400.380005,80990480000
2008-06-01,1399.619995,1404.050049,1272.000000,1280.000000,1280.000000,96614040000
2008-07-01,1276.689941,1292.170044,1200.439941,1267.380005,1267.380005,124980570000
2008-08-01,1269.420044,1313.150024,1247.449951,1282.829956,1282.829956,86266010000
2008-09-01,1287.829956,1303.040039,1106.420044,1166.359985,1166.359985,140007320000
2008-10-01,1164.170044,1167.030029,839.799988,968.750000,968.750000,159823030000
2008-11-01,968.669983,1007.510010,741.020020,896.239990,896.239990,115660210000
2008-12-01,888.609985,918.849976,815.690002,903.250000,903.250000,112884470000
2009-01-01,902.989990,943.849976,804.299988,825.880005,825.880005,112090640000
2009-02-01,823.090027,875.010010,734.520020,735.090027,735.090027,124492210000
2009-03-01,729.570007,832.979980,666.789978,797.869995,797.869995,161843640000
2009-04-01,793.590027,888.700012,783.320007,872.809998,872.809998,138855320000
2009-05-01,872.739990,930.169983,866.099976,919.140015,919.140015,131614940000
2009-06-01,923.260010,956.229980,888.859985,919.320007,919.320007,112653150000
2009-07-01,920.820007,996.679993,869.320007,987.479980,987.479980,106635790000
2009-08-01,990.219971,1039.469971,978.510010,1020.619995,1020.619995,116059270000
2009-09-01,1019.520020,1080.150024,991.969971,1057.079956,1057.079956,112295490000
2009-10-01,1054.910034,1101.359985,1019.950012,1036.189941,1036.189941,113410990000
2009-11-01,1036.180054,1113.689941,1029.380005,1095.630005,1095.630005,84981530000
2009-12-01,1098.890015,1130.380005,1085.890015,1115.099976,1115.099976,89515330000
2010-01-01,1116.560059,1150.449951,1071.589966,1073.869995,1073.869995,90947580000
2010-02-01,1073.890015,1112.420044,1044.500000,1104.489990,1104.489990,84561340000
2010-03-01,1105.359985,1180.689941,1105.359985,1169.430054,1169.430054,103683550000
2010-04-01,1171.229980,1219.800049,1170.689941,1186.689941,1186.689941,116741910000
2010-05-01,1188.579956,1205.130005,1040.780029,1089.410034,1089.410034,127662780000
2010-06-01,1087.300049,1131.229980,1028.329956,1030.709961,1030.709961,110106750000
2010-07-01,1031.099976,1120.949951,1010.909973,1101.599976,1101.599976,94778110000
2010-08-01,1107.530029,1129.239990,1039.699951,1049.329956,1049.329956,85738250000
2010-09-01,1049.719971,1157.160034,1049.719971,1141.199951,1141.199951,79589450000
2010-10-01,1143.489990,1196.140015,1131.869995,1183.260010,1183.260010,89536270000
2010-11-01,1185.709961,1227.079956,1173.000000,1180.550049,1180.550049,87151070000
2010-12-01,1186.599976,1262.599976,1186.599976,1257.640015,1257.640015,80984530000
2011-01-01,1257.619995,1302.670044,1257.619995,1286.119995,1286.119995,92164940000
2011-02-01,1289.140015,1344.069946,1289.140015,1327.219971,1327.219971,59223660000
2011-03-01,1328.640015,1332.280029,1249.050049,1325.829956,1325.829956,89507640000
2011-04-01,1329.479980,1364.560059,1294.699951,1363.609985,1363.609985,77364810000
2011-05-01,1365.209961,1370.579956,1311.800049,1345.199951,1345.199951,81708980000
2011-06-01,1345.199951,1345.199951,1258.069946,1320.640015,1320.640015,86122730000
2011-07-01,1320.640015,1356.479980,1282.859985,1292.280029,1292.280029,81102170000
2011-08-01,1292.589966,1307.380005,1101.540039,1218.890015,1218.890015,108419170000
2011-09-01,1219.119995,1229.290039,1114.219971,1131.420044,1131.420044,102786820000
2011-10-01,1131.209961,1292.660034,1074.770020,1253.300049,1253.300049,98063670000
2011-11-01,1251.000000,1277.550049,1158.660034,1246.959961,1246.959961,84275050000
2011-12-01,1246.910034,1269.369995,1202.369995,1257.599976,1257.599976,74742430000
2012-01-01,1258.859985,1333.469971,1258.859985,1312.410034,1312.410034,79567560000
2012-02-01,1312.449951,1378.040039,1312.449951,1365.680054,1365.680054,78385710000
2012-03-01,1365.900024,1419.150024,1340.030029,1408.469971,1408.469971,83899660000
2012-04-01,1408.469971,1422.380005,1357.380005,1397.910034,1397.910034,74761710000
2012-05-01,1397.859985,1415.319946,1291.979980,1310.329956,1310.329956,86920490000
2012-06-01,1309.869995,1363.459961,1266.739990,1362.160034,1362.160034,81582440000
2012-07-01,1362.329956,1391.739990,1325.410034,1379.319946,1379.319946,73103810000
2012-08-01,1379.319946,1426.680054,1354.650024,1406.579956,1406.579956,70283810000
2012-09-01,1406.540039,1474.510010,1396.560059,1440.670044,1440.670044,69784280000
2012-10-01,1440.900024,1470.959961,1403.280029,1412.160034,1412.160034,71752320000
2012-11-01,1412.199951,1434.270020,1343.349976,1416.180054,1416.180054,71489310000
2012-12-01,1416.339966,1448.000000,1398.109985,1426.189941,1426.189941,66388180000
2013-01-01,1426.189941,1509.939941,1426.189941,1498.109985,1498.109985,75848510000
2013-02-01,1498.109985,1530.939941,1485.010010,1514.680054,1514.680054,69273480000
2013-03-01,1514.680054,1570.280029,1501.479980,1569.189941,1569.189941,68527110000
2013-04-01,1569.180054,1597.569946,1536.030029,1597.569946,1597.569946,77098000000
2013-05-01,1597.550049,1687.180054,1581.280029,1630.739990,1630.739990,76447250000
2013-06-01,1631.709961,1654.189941,1560.329956,1606.280029,1606.280029,74946790000
2013-07-01,1609.780029,1698.780029,1604.569946,1685.729980,1685.729980,68106820000
2013-08-01,1689.420044,1709.670044,1627.469971,1632.969971,1632.969971,64802810000
2013-09-01,1635.949951,1729.859985,1633.410034,1681.550049,1681.550049,66174410000
2013-10-01,1682.410034,1775.219971,1646.469971,1756.540039,1756.540039,76647400000
2013-11-01,1758.699951,1813.550049,1746.199951,1805.810059,1805.810059,63628190000
2013-12-01,1806.550049,1849.439941,1767.989990,1848.359985,1848.359985,64958820000
2014-01-01,1845.859985,1850.839966,1770.449951,1782.589966,1782.589966,75871910000
2014-02-01,1782.680054,1867.920044,1737.920044,1859.449951,1859.449951,69725590000
2014-03-01,1857.680054,1883.969971,1834.439941,1872.339966,1872.339966,71885030000
2014-04-01,1873.959961,1897.280029,1814.359985,1883.949951,1883.949951,71595810000
2014-05-01,1884.390015,1924.030029,1859.790039,1923.569946,1923.569946,63623630000
2014-06-01,1923.869995,1968.170044,1915.979980,1960.229980,1960.229980,63283380000
2014-07-01,1962.290039,1991.390015,1930.670044,1930.670044,1930.670044,66524690000
2014-08-01,1929.800049,2005.040039,1904.780029,2003.369995,2003.369995,58131140000
2014-09-01,2004.069946,2019.260010,1964.040039,1972.290039,1972.290039,66706000000
2014-10-01,1971.439941,2018.189941,1820.660034,2018.050049,2018.050049,93714040000
2014-11-01,2018.209961,2075.760010,2001.010010,2067.560059,2067.560059,63600190000
2014-12-01,2065.780029,2093.550049,1972.560059,2058.899902,2058.899902,80743820000
2015-01-01,2058.899902,2072.360107,1988.119995,1994.989990,1994.989990,77330040000
2015-02-01,1996.670044,2119.590088,1980.900024,2104.500000,2104.500000,68775560000
2015-03-01,2105.229980,2117.520020,2039.689941,2067.889893,2067.889893,76675850000
2015-04-01,2067.629883,2125.919922,2048.379883,2085.510010,2085.510010,72060940000
2015-05-01,2087.379883,2134.719971,2067.929932,2107.389893,2107.389893,65187730000
2015-06-01,2108.639893,2129.870117,2056.320068,2063.110107,2063.110107,73213980000
2015-07-01,2067.000000,2132.820068,2044.020020,2103.840088,2103.840088,77920590000
2015-08-01,2104.489990,2112.659912,1867.010010,1972.180054,1972.180054,84626790000
2015-09-01,1970.089966,2020.859985,1871.910034,1920.030029,1920.030029,79989370000
2015-10-01,1919.650024,2094.320068,1893.699951,2079.360107,2079.360107,85844900000
2015-11-01,2080.760010,2116.479980,2019.390015,2080.409912,2080.409912,75943590000
2015-12-01,2082.929932,2104.270020,1993.260010,2043.939941,2043.939941,83649260000
2016-01-01,2038.199951,2038.199951,1812.290039,1940.239990,1940.239990,92409770000
2016-02-01,1936.939941,1962.959961,1810.099976,1932.229980,1932.229980,93049560000
2016-03-01,1937.089966,2072.209961,1937.089966,2059.739990,2059.739990,92639420000
2016-04-01,2056.620117,2111.050049,2033.800049,2065.300049,2065.300049,81124990000
2016-05-01,2067.169922,2103.479980,2025.910034,2096.949951,2096.949951,78883600000
2016-06-01,2093.939941,2120.550049,1991.680054,2098.860107,2098.860107,86852700000
2016-07-01,2099.340088,2177.090088,2074.020020,2173.600098,2173.600098,69530250000
2016-08-01,2173.149902,2193.810059,2147.580078,2170.949951,2170.949951,75610310000
2016-09-01,2171.330078,2187.870117,2119.120117,2168.270020,2168.270020,77270240000
2016-10-01,2164.330078,2169.600098,2114.719971,2126.149902,2126.149902,73196630000
2016-11-01,2128.679932,2214.100098,2083.790039,2198.810059,2198.810059,88299760000
2016-12-01,2200.169922,2277.530029,2187.439941,2238.830078,2238.830078,75251240000
2017-01-01,2251.570068,2300.989990,2245.129883,2278.870117,2278.870117,70483180000
2017-02-01,2285.590088,2371.540039,2271.649902,2363.639893,2363.639893,69162420000
2017-03-01,2380.129883,2400.979980,2322.250000,2362.719971,2362.719971,81547770000
2017-04-01,2362.340088,2398.159912,2328.949951,2384.199951,2384.199951,65265670000
2017-05-01,2388.500000,2418.709961,2352.719971,2411.800049,2411.800049,79607170000
2017-06-01,2415.649902,2453.820068,2405.699951,2423.409912,2423.409912,81002490000
2017-07-01,2431.389893,2484.040039,2407.699951,2470.300049,2470.300049,63169400000
2017-08-01,2477.100098,2490.870117,2417.350098,2471.649902,2471.649902,70616030000
2017-09-01,2474.419922,2519.439941,2446.550049,2519.360107,2519.360107,66337980000
2017-10-01,2521.199951,2582.979980,2520.399902,2575.260010,2575.260010,70871570000
2017-11-01,2583.209961,2657.739990,2557.449951,2584.840088,2584.840088,95142800000
2017-12-01,2645.100098,2694.969971,2605.520020,2673.610107,2673.610107,65251190000
2018-01-01,2683.729980,2872.870117,2682.360107,2823.810059,2823.810059,76860120000
2018-02-01,2816.449951,2835.959961,2532.689941,2713.830078,2713.830078,79579410000
2018-03-01,2715.219971,2801.899902,2585.889893,2640.870117,2640.870117,76369800000
2018-04-01,2633.449951,2717.489990,2553.800049,2648.050049,2648.050049,69648590000
2018-05-01,2642.959961,2742.239990,2594.620117,2705.270020,2705.270020,75617280000
2018-06-01,2718.699951,2791.469971,2691.989990,2718.370117,2718.370117,77439710000
2018-07-01,2704.949951,2848.030029,2698.949951,2816.290039,2816.290039,64542170000
2018-08-01,2821.169922,2916.500000,2796.340088,2901.520020,2901.520020,69238220000
2018-09-01,2896.959961,2940.909912,2864.120117,2913.979980,2913.979980,62492080000
2018-10-01,2926.290039,2939.860107,2603.540039,2711.739990,2711.739990,91327930000
2018-11-01,2717.580078,2815.149902,2631.090088,2760.169922,2760.169922,80080110000
2018-12-01,2790.500000,2800.179932,2346.580078,2506.850098,2506.850098,83522570000
2019-01-01,2476.959961,2708.949951,2443.959961,2704.100098,2704.100098,80401630000
2019-02-01,2702.320068,2813.489990,2681.830078,2784.489990,2784.489990,70183430000
2019-03-01,2798.219971,2860.310059,2722.270020,2834.399902,2834.399902,78596280000
2019-04-01,2848.629883,2949.520020,2848.629883,2945.830078,2945.830078,69604840000
2019-05-01,2952.330078,2954.129883,2750.520020,2752.060059,2752.060059,76860120000
2019-06-01,2751.530029,2964.149902,2728.810059,2941.760010,2941.760010,70881390000
2019-07-01,2971.409912,3027.979980,2952.219971,2980.379883,2980.379883,70349470000
2019-08-01,2980.320068,3013.590088,2822.120117,2926.459961,2926.459961,79599440000
2019-09-01,2909.010010,3021.989990,2891.850098,2976.739990,2976.739990,73992330000
2019-10-01,2983.689941,3050.100098,2855.939941,3037.560059,3037.560059,77564550000
2019-11-01,3050.719971,3154.260010,3050.719971,3140.979980,3140.979980,72179920000
2019-12-01,3143.850098,3247.929932,3070.330078,3230.780029,3230.780029,72054000000
2020-01-01,3244.669922,3337.770020,3214.639893,3225.520020,3225.520020,77104420000
2020-02-01,3235.659912,3393.520020,2855.840088,2954.219971,2954.219971,84292270000
2020-03-01,2974.280029,3136.719971,2191.860107,2584.590088,2584.590088,161801100000
2020-04-01,2498.080078,2954.860107,2447.489990,2912.429932,2912.429932,123163450000
2020-05-01,2869.090088,3068.669922,2766.639893,3044.310059,3044.310059,106799100000
2020-06-01,3038.780029,3233.129883,2965.659912,3100.290039,3100.290039,131044000000
2020-07-01,3105.919922,3279.989990,3101.169922,3215.629883,3215.629883,75157650000
